customer_tweet_id,customer_message,gold_intent,gold_route,annotator_notes,predicted_intent,decision,decision_reason,draft_reply
1302885,[HANDLE] [HANDLE] I've never experienced such slow boarding before. Overhd bins all full b4 half the plane boarded too. Not sure what hppned there.,check_in_or_boarding,escalate,,check_in_or_boarding,auto_handle,Simple baseline: fixed keyword rule.,Thank you for contacting Delta. A support specialist will review your request.
2337619,[HANDLE] just got hung up on by Silver line. Trying to see what is the last FLT that lands at IAH/HOU OCT-25-2017...,general_information,escalate,Requires live flight-schedule lookup; also mentions a phone-support complaint,general_information,auto_handle,Simple baseline: fixed keyword rule.,Thank you for contacting Delta. A support specialist will review your request.
1127400,"[HANDLE] [HANDLE] Yeah, I’ve never had a problem before and the staff have been lovely but not really across what a vegan diet is. Dairy makes me so sick too",other_or_ambiguous,escalate,"Personal dietary/health complaint, unclear specific request",other_or_ambiguous,escalate,Simple baseline: fixed keyword rule.,Thank you for contacting Delta. A support specialist will review your request.
1694053,"Priority boarding and delta comfort seating, best way to end an amazing weekend. Thanks [HANDLE]",check_in_or_boarding,escalate,Positive feedback,check_in_or_boarding,auto_handle,Simple baseline: fixed keyword rule.,Thank you for contacting Delta. A support specialist will review your request.
259511,[HANDLE] do you offer special rates for bereavement or just flexibility?,general_information,auto_handle,,general_information,auto_handle,Simple baseline: fixed keyword rule.,Thank you for contacting Delta. A support specialist will review your request.
2201733,"[HANDLE] Yes, but dying laptop with no outlet to help charge will make any viewing short lived.",other_or_ambiguous,escalate,"Fragment, appears to be part of a longer unseen exchange",refund_or_payment,escalate,Simple baseline: fixed keyword rule.,Thank you for contacting Delta. A support specialist will review your request.
1213959,[HANDLE] I left my wallet on a flight I took Thursday night and filled out a lost item form. How do I get an update?,general_information,auto_handle,,general_information,auto_handle,Simple baseline: fixed keyword rule.,Thank you for contacting Delta. A support specialist will review your request.
818958,[HANDLE] crazy that a diamond member can’t a requested mileage upgrade AMS to ATL with 6 open seats in Delta one,loyalty_or_account,escalate,,loyalty_or_account,escalate,Simple baseline: fixed keyword rule.,Thank you for contacting Delta. A support specialist will review your request.
1970566,"[HANDLE] It’s 1:52 and we just started boarding, so somebody is giving you bad information. I would just like an ETA so I can rearrange my ride.",check_in_or_boarding,escalate,,check_in_or_boarding,auto_handle,Simple baseline: fixed keyword rule.,Thank you for contacting Delta. A support specialist will review your request.
298043,[HANDLE] trying to change my flight today. App does not do it. [URL] won’t allow do it. On hold 24 mins and counting.,booking_change_or_cancellation,escalate,,booking_change_or_cancellation,escalate,Simple baseline: fixed keyword rule.,Thank you for contacting Delta. A support specialist will review your request.
1097478,[HANDLE] i submitted an out of pocket expense claim 6 days ago and have yet to hear anything - what is the average response time?,refund_or_payment,escalate,,general_information,auto_handle,Simple baseline: fixed keyword rule.,Thank you for contacting Delta. A support specialist will review your request.
1023862,[HANDLE] Anything you can do? I'm silver medallion and would love to share my upgrade status with them but don't know of any way to do that,loyalty_or_account,escalate,,loyalty_or_account,escalate,Simple baseline: fixed keyword rule.,Thank you for contacting Delta. A support specialist will review your request.
957495,[HANDLE] I'm trying to locate a digital receipt for a checked bag I purchased through the Delta app for a trip a couple of weeks ago but I'm not finding it anywhere. Can you help?,baggage_issue,escalate,,baggage_issue,escalate,Simple baseline: fixed keyword rule.,Thank you for contacting Delta. A support specialist will review your request.
2258254,[HANDLE] please don't let flight 2407 MSP-&gt;SLC leave w/out me. Delayed for de-icing in MKE but will be sprinting to my gate.,flight_disruption_or_status,escalate,,flight_disruption_or_status,escalate,Simple baseline: fixed keyword rule.,Thank you for contacting Delta. A support specialist will review your request.
1672670,[HANDLE] gate agent asked for volunteer for seat. She then cancelled seat instead of giving $500 credit. Suggested I️ call Amex. Let’s chat. Thanks.,refund_or_payment,escalate,,flight_disruption_or_status,escalate,Simple baseline: fixed keyword rule.,Thank you for contacting Delta. A support specialist will review your request.
1546086,"[HANDLE] pathetic customer care.after holding for 90mins, no help offered to solve my problem except to pay $3800 to change my flight",booking_change_or_cancellation,escalate,,booking_change_or_cancellation,escalate,Simple baseline: fixed keyword rule.,Thank you for contacting Delta. A support specialist will review your request.
1420269,"[HANDLE] How do I get the actual prices of flights to show up? Price changes after I put in my credit card number ""due to demand"" every time.",general_information,escalate,Concern involves payment/pricing behavior on customer's card,refund_or_payment,escalate,Simple baseline: fixed keyword rule.,Thank you for contacting Delta. A support specialist will review your request.
1571327,Here two hours early for the only delta flight. Thanks [HANDLE] [URL],other_or_ambiguous,escalate,"Positive remark, no request",other_or_ambiguous,escalate,Simple baseline: fixed keyword rule.,Thank you for contacting Delta. A support specialist will review your request.
1996899,"[HANDLE] want to upgrade my wife to economy comfort + with the rest of us, but with the auto check in we didn’t get the chance. Any help?",check_in_or_boarding,escalate,,check_in_or_boarding,auto_handle,Simple baseline: fixed keyword rule.,Thank you for contacting Delta. A support specialist will review your request.
938960,Landed 40 minutes ago as our flights bags still aren't at baggage claim. Come on [HANDLE],baggage_issue,escalate,,baggage_issue,escalate,Simple baseline: fixed keyword rule.,Thank you for contacting Delta. A support specialist will review your request.
783693,Hey [HANDLE] my boarding pass isn't sending either to my phone or my email and I've tried multiple times. Got any other tips?,check_in_or_boarding,escalate,,check_in_or_boarding,auto_handle,Simple baseline: fixed keyword rule.,Thank you for contacting Delta. A support specialist will review your request.
1558220,"Flight delayed overnight, pilot now says “we need a piece of equipment to start the engine.” I’m assuming they need a big crank? [HANDLE]",flight_disruption_or_status,escalate,,flight_disruption_or_status,escalate,Simple baseline: fixed keyword rule.,Thank you for contacting Delta. A support specialist will review your request.
1011615,[HANDLE] In line for check in.... only one person trying to help. Every other airline has 5+ people. Hope I don’t miss my flight...🙄😡.,check_in_or_boarding,escalate,,check_in_or_boarding,auto_handle,Simple baseline: fixed keyword rule.,Thank you for contacting Delta. A support specialist will review your request.
1065057,"[HANDLE] If I am a skymiles member, do I have the advantage of boarding before other passengers who are not?",loyalty_or_account,escalate,,loyalty_or_account,escalate,Simple baseline: fixed keyword rule.,Thank you for contacting Delta. A support specialist will review your request.
266142,[HANDLE] your service is terrible and I honestly will never fly with your company again. #deltasucks #Useless #pathetic,other_or_ambiguous,escalate,"Generic complaint, no specific issue named",other_or_ambiguous,escalate,Simple baseline: fixed keyword rule.,Thank you for contacting Delta. A support specialist will review your request.
2348304,[HANDLE] I didn’t get credit for my last flight. Going in circles on website and wait time when I call is 2+ hrs. Please help.,loyalty_or_account,escalate,,other_or_ambiguous,escalate,Simple baseline: fixed keyword rule.,Thank you for contacting Delta. A support specialist will review your request.
2459418,"[HANDLE] can u possibly make it anymore difficult to book travel with miles? It took two days! It is absolutely the height of deceit to look at ur site, determine the miles needed and try to book a flight only to have mileage change. Forcing u to pay to make up the difference🖕",loyalty_or_account,escalate,,loyalty_or_account,escalate,Simple baseline: fixed keyword rule.,Thank you for contacting Delta. A support specialist will review your request.
638010,[HANDLE] Hi. I’ve tried to check in online for my flight tomorrow to NY but it won’t let me. It will let the rest of my party can you help me as to why? Thanks,check_in_or_boarding,escalate,,check_in_or_boarding,auto_handle,Simple baseline: fixed keyword rule.,Thank you for contacting Delta. A support specialist will review your request.
261358,[HANDLE] how do I book my companion fair through the app? I’m a platinum Delta Amex person. 😊,general_information,auto_handle,,general_information,auto_handle,Simple baseline: fixed keyword rule.,Thank you for contacting Delta. A support specialist will review your request.
1092662,[HANDLE] I forgot to add my Frequent Flyer number on my reservation for this afternoon - what is the best way to get it added?,booking_change_or_cancellation,escalate,,booking_change_or_cancellation,escalate,Simple baseline: fixed keyword rule.,Thank you for contacting Delta. A support specialist will review your request.
1091639,More delays now on the runway with [HANDLE] it’s a joke at this point,flight_disruption_or_status,escalate,,flight_disruption_or_status,escalate,Simple baseline: fixed keyword rule.,Thank you for contacting Delta. A support specialist will review your request.
411934,[HANDLE] my flight from IND to JFK was cancelled today. Will I have to pay to check my bag again for my rescheduled flight tomorrow?,baggage_issue,escalate,,baggage_issue,escalate,Simple baseline: fixed keyword rule.,Thank you for contacting Delta. A support specialist will review your request.
1023223,[HANDLE] how do I find my kids' flier miles? They don't come up under my email.,loyalty_or_account,escalate,,general_information,auto_handle,Simple baseline: fixed keyword rule.,Thank you for contacting Delta. A support specialist will review your request.
1068824,"[HANDLE] Case Number: 00274805, please read the notes on vouchers &amp; help. Spent 2+ hours on the phone &amp; told i need to contact customer care!",refund_or_payment,escalate,,refund_or_payment,escalate,Simple baseline: fixed keyword rule.,Thank you for contacting Delta. A support specialist will review your request.
2244026,[HANDLE] Thank you!,other_or_ambiguous,escalate,"No request, closing remark",other_or_ambiguous,escalate,Simple baseline: fixed keyword rule.,Thank you for contacting Delta. A support specialist will review your request.
2209672,"[HANDLE] flight delayed 3 hours to Detroit. Upon arrival, 3 agents at desk, 2 leave at 10pm with a dozen people in line. We waited on u. U should wait on us. Poor customer service.",flight_disruption_or_status,escalate,,flight_disruption_or_status,escalate,Simple baseline: fixed keyword rule.,Thank you for contacting Delta. A support specialist will review your request.
1597430,[HANDLE] do upgrades still clear 3 days out for gold medallions?,loyalty_or_account,escalate,,loyalty_or_account,escalate,Simple baseline: fixed keyword rule.,Thank you for contacting Delta. A support specialist will review your request.
1561018,[HANDLE]; just completed #dl2255 ATL to Tulsa. Left Bose headphones in 28 d&amp;e. Please help! I can pick up at baggage claim tomorrow,general_information,auto_handle,,baggage_issue,escalate,Simple baseline: fixed keyword rule.,Thank you for contacting Delta. A support specialist will review your request.
807324,"[HANDLE] DL4308 today, gate check carryon small plane, bag clipped hand off GSO, unclipped receipt DTW. Who went through it post security? [URL]",baggage_issue,escalate,,baggage_issue,escalate,Simple baseline: fixed keyword rule.,Thank you for contacting Delta. A support specialist will review your request.
1890112,[HANDLE] Is there any way I can tell if my Skymiles and Known Traveler Number is tied to an existing reservation?,loyalty_or_account,escalate,,loyalty_or_account,escalate,Simple baseline: fixed keyword rule.,Thank you for contacting Delta. A support specialist will review your request.
1694063,[HANDLE] Is there a chance to see Delta Airlines in the near future at the Vienna Airport (VIE)? I really love to fly with Delta ❤️,general_information,auto_handle,,other_or_ambiguous,escalate,Simple baseline: fixed keyword rule.,Thank you for contacting Delta. A support specialist will review your request.
1019268,[HANDLE] missing my friends wedding and losing my hotel reservation... thanks.,other_or_ambiguous,escalate,"Personal circumstance, no explicit request stated",booking_change_or_cancellation,escalate,Simple baseline: fixed keyword rule.,Thank you for contacting Delta. A support specialist will review your request.
1013110,[HANDLE] Carmen yesterday at reservations was very helpful. Great customer service.,other_or_ambiguous,escalate,"Positive feedback, no request",booking_change_or_cancellation,escalate,Simple baseline: fixed keyword rule.,Thank you for contacting Delta. A support specialist will review your request.
2157817,"Hey [HANDLE], [HANDLE] role me to contact you about my Wi-Fi issue. I paid for in flight Wi-Fi and my plane wasn't equipped with it. Could I please have a refund or credit for my trip back to Austin on Saturday?",refund_or_payment,escalate,,refund_or_payment,escalate,Simple baseline: fixed keyword rule.,Thank you for contacting Delta. A support specialist will review your request.
219083,38 minute flight from Baltimore -&gt; NYC delayed over 2 hours aaaaaand no draaanks for me? “Oh no no no [HANDLE]” - consuela voice 😒,flight_disruption_or_status,escalate,,flight_disruption_or_status,escalate,Simple baseline: fixed keyword rule.,Thank you for contacting Delta. A support specialist will review your request.
2454793,[HANDLE] Hi- I am on a hunting trip and would like to bring back frozen meat in my checked bag. I was planning to pack it with frozen water bottles in a leak proof bag. Will this be a problem?,baggage_issue,escalate,,baggage_issue,escalate,Simple baseline: fixed keyword rule.,Thank you for contacting Delta. A support specialist will review your request.
839485,[HANDLE] I figured it out. Boarding now. Thanks anyway!,check_in_or_boarding,escalate,Issue self-resolved; no action needed,check_in_or_boarding,auto_handle,Simple baseline: fixed keyword rule.,Thank you for contacting Delta. A support specialist will review your request.
313724,"They won't change my flight, but they did say they are sorry, so it's ok! [HANDLE] for the win!",booking_change_or_cancellation,escalate,Resolved with an apology; feedback only,booking_change_or_cancellation,escalate,Simple baseline: fixed keyword rule.,Thank you for contacting Delta. A support specialist will review your request.
719972,"[HANDLE] thanks for the ""hospitality"" as a gold medallion member much less a human being I appreciate a gate attendant not printing my b-pass",loyalty_or_account,escalate,,loyalty_or_account,escalate,Simple baseline: fixed keyword rule.,Thank you for contacting Delta. A support specialist will review your request.
1200611,[HANDLE] What is the plan for my kids' party of four? Are passengers being placed on other flights?,flight_disruption_or_status,escalate,Also involves rebooking multiple passengers,general_information,auto_handle,Simple baseline: fixed keyword rule.,Thank you for contacting Delta. A support specialist will review your request.
1400824,"[HANDLE] pretty surprised this is how you treat your gold and lower medallion members, all apologies and no solutions is not the way to my ❤️",loyalty_or_account,escalate,,loyalty_or_account,escalate,Simple baseline: fixed keyword rule.,Thank you for contacting Delta. A support specialist will review your request.
565449,[HANDLE] just got home from a flight to ATL and realized my daughter left her tablet on the plane. How do I get ahold of lost and found?,general_information,auto_handle,,general_information,auto_handle,Simple baseline: fixed keyword rule.,Thank you for contacting Delta. A support specialist will review your request.
1046652,[HANDLE] what is the process for changing a flight?,general_information,auto_handle,,general_information,auto_handle,Simple baseline: fixed keyword rule.,Thank you for contacting Delta. A support specialist will review your request.
1426394,[HANDLE] difficult communication on a late flight. No update until 8:17 could have stayed in the Sky Club [URL],flight_disruption_or_status,escalate,,flight_disruption_or_status,escalate,Simple baseline: fixed keyword rule.,Thank you for contacting Delta. A support specialist will review your request.
2434756,[HANDLE] reboots me on a flight that arrives after my connection has finished boarding. What a joke.,booking_change_or_cancellation,escalate,,check_in_or_boarding,auto_handle,Simple baseline: fixed keyword rule.,Thank you for contacting Delta. A support specialist will review your request.
1261438,[HANDLE] What is the resolution?,other_or_ambiguous,escalate,No context given for what 'resolution' refers to,general_information,auto_handle,Simple baseline: fixed keyword rule.,Thank you for contacting Delta. A support specialist will review your request.
1689639,[HANDLE] Yeh lots of apologies and zero compensation.,refund_or_payment,escalate,,other_or_ambiguous,escalate,Simple baseline: fixed keyword rule.,Thank you for contacting Delta. A support specialist will review your request.
1406462,[HANDLE] if I️ take an intl’ flights to jfk &amp; buy a separate ticket from jfk immediately on 1- will bags be pushed through 2-waive baggage fee,baggage_issue,escalate,,baggage_issue,escalate,Simple baseline: fixed keyword rule.,Thank you for contacting Delta. A support specialist will review your request.
1031141,[HANDLE] Don't Expect Luggage To Arrive,baggage_issue,escalate,,baggage_issue,escalate,Simple baseline: fixed keyword rule.,Thank you for contacting Delta. A support specialist will review your request.
1449426,[HANDLE] this return flight is smaller and I now have to check my bag that I didn't need to on my way from NY. You guys are nailing this.,baggage_issue,escalate,,baggage_issue,escalate,Simple baseline: fixed keyword rule.,Thank you for contacting Delta. A support specialist will review your request.
1246032,What happen with the flight that goes from JFK to Santo Domingo 4 times delay from the original our [HANDLE],flight_disruption_or_status,escalate,,flight_disruption_or_status,escalate,Simple baseline: fixed keyword rule.,Thank you for contacting Delta. A support specialist will review your request.
2143822,"[HANDLE] trying to get some help with a booking, can you ""assist""?",booking_change_or_cancellation,escalate,,booking_change_or_cancellation,escalate,Simple baseline: fixed keyword rule.,Thank you for contacting Delta. A support specialist will review your request.
1409918,[HANDLE] 👍,other_or_ambiguous,escalate,"Emoji only, no content",other_or_ambiguous,escalate,Simple baseline: fixed keyword rule.,Thank you for contacting Delta. A support specialist will review your request.
1113983,"Improvement tip for [HANDLE] . When I miss my connection &amp; have to spend the night in ATL, I should be able to get my hotel voucher online.",refund_or_payment,escalate,,refund_or_payment,escalate,Simple baseline: fixed keyword rule.,Thank you for contacting Delta. A support specialist will review your request.
121181,[HANDLE] I lost my ID on my flight to NOLA for Thanksgiving...how do i get home? SOS,general_information,escalate,"Urgent situation requiring live verification, not a simple lost-and-found lookup",general_information,auto_handle,Simple baseline: fixed keyword rule.,Thank you for contacting Delta. A support specialist will review your request.
2344661,[HANDLE] is there any problem with delta app on Android devices? I am not getting mobile boarding pass. This is 2nd time in row,check_in_or_boarding,escalate,,check_in_or_boarding,auto_handle,Simple baseline: fixed keyword rule.,Thank you for contacting Delta. A support specialist will review your request.
1096816,[HANDLE] hi. What is the policy re changing a ticket to an earlier date due to death of a parent?,general_information,auto_handle,,general_information,auto_handle,Simple baseline: fixed keyword rule.,Thank you for contacting Delta. A support specialist will review your request.
669384,[HANDLE] I need help with my baggage,baggage_issue,escalate,,baggage_issue,escalate,Simple baseline: fixed keyword rule.,Thank you for contacting Delta. A support specialist will review your request.
2047782,"[HANDLE] has no carryon except for their first class... They make everyone else check their bags. Not gate check, checked with luggage. Stupid",baggage_issue,escalate,,baggage_issue,escalate,Simple baseline: fixed keyword rule.,Thank you for contacting Delta. A support specialist will review your request.
1174913,[HANDLE] having trouble with advanced check in on Delta iPhone app. Can’t find an “acknowledge” button to tap on.,check_in_or_boarding,escalate,,check_in_or_boarding,auto_handle,Simple baseline: fixed keyword rule.,Thank you for contacting Delta. A support specialist will review your request.
826705,[HANDLE] how do I get the miles from a flight in March 2017?,loyalty_or_account,escalate,,general_information,auto_handle,Simple baseline: fixed keyword rule.,Thank you for contacting Delta. A support specialist will review your request.
2418803,[HANDLE] Hello. One further question if I may. Our plane - Heathrow to JFK - departs at 1230 tomorrow. What time do we need to check in? Thanks.,check_in_or_boarding,auto_handle,,check_in_or_boarding,auto_handle,Simple baseline: fixed keyword rule.,Thank you for contacting Delta. A support specialist will review your request.
1129486,"[HANDLE] how do I remove your ""offline"" mode from the mobile App? #diamondstatus &amp; can't get anyone at Delta to answer me. Makes the App useless without wifi!",general_information,escalate,Technical app troubleshooting; no clear generic answer,general_information,auto_handle,Simple baseline: fixed keyword rule.,Thank you for contacting Delta. A support specialist will review your request.
185838,[HANDLE] If I wanted to fly from SLC to LAS today... What is the latest I could purchase a ticket at the airport?,general_information,auto_handle,,general_information,auto_handle,Simple baseline: fixed keyword rule.,Thank you for contacting Delta. A support specialist will review your request.
1651631,[HANDLE] yep. 4 hours of delays. 6-8 messages about flight changes,flight_disruption_or_status,escalate,,flight_disruption_or_status,escalate,Simple baseline: fixed keyword rule.,Thank you for contacting Delta. A support specialist will review your request.
2010729,"[HANDLE] want to compliment &amp; give kudos to Ginny and the team at baggage services tonight (DCA). Though bags not here, they were great CSrv",baggage_issue,escalate,Positive feedback despite bag delay,baggage_issue,escalate,Simple baseline: fixed keyword rule.,Thank you for contacting Delta. A support specialist will review your request.
1962103,[HANDLE] I have legal activated store bought Delta gift cards that I want to use in making a reservation but Delta tells me that I have to wait 72 hr,booking_change_or_cancellation,escalate,,booking_change_or_cancellation,escalate,Simple baseline: fixed keyword rule.,Thank you for contacting Delta. A support specialist will review your request.
2365233,First class experience for gold medallion member and family on DL1382 LIH-LAX has been anything but first class [HANDLE] #ridiculous,loyalty_or_account,escalate,,loyalty_or_account,escalate,Simple baseline: fixed keyword rule.,Thank you for contacting Delta. A support specialist will review your request.
1659398,[HANDLE] do you offer bereavement flight fares?,general_information,auto_handle,,general_information,auto_handle,Simple baseline: fixed keyword rule.,Thank you for contacting Delta. A support specialist will review your request.
2196711,[HANDLE] please push real time updates to the app. Flight is delayed but updates are not reflecting. We keep running to chase the flight. Also please include incoming flight tracker like United on the app. [URL],flight_disruption_or_status,escalate,Reads as an app feature request tied to flight status,flight_disruption_or_status,escalate,Simple baseline: fixed keyword rule.,Thank you for contacting Delta. A support specialist will review your request.
1152875,"[HANDLE] upgraded to comfort+ so that I could have my bag with me, flight attendant moved it and sarcastically said welcome to delta...",baggage_issue,escalate,,baggage_issue,escalate,Simple baseline: fixed keyword rule.,Thank you for contacting Delta. A support specialist will review your request.
60427,[HANDLE] why do I have to write a letter and mail it to a PO box to request a refund to the Virgin Islands for a trip I can’t take #IRMA,refund_or_payment,escalate,,refund_or_payment,escalate,Simple baseline: fixed keyword rule.,Thank you for contacting Delta. A support specialist will review your request.
441949,[HANDLE] Do you transfer Platinum Medallion status and miles from [HANDLE] customers who are FED UP w/ them?,loyalty_or_account,escalate,,loyalty_or_account,escalate,Simple baseline: fixed keyword rule.,Thank you for contacting Delta. A support specialist will review your request.
181475,[HANDLE] Ok boarding started.,check_in_or_boarding,escalate,"Status update, not a question",check_in_or_boarding,auto_handle,Simple baseline: fixed keyword rule.,Thank you for contacting Delta. A support specialist will review your request.
1241642,[HANDLE] Why don't you let people know when you arbitrarily change their seat? Just checked my booking and saw it's been changed. Grrrr.,booking_change_or_cancellation,escalate,,booking_change_or_cancellation,escalate,Simple baseline: fixed keyword rule.,Thank you for contacting Delta. A support specialist will review your request.
128219,[HANDLE] VCE to AMS DL9685 was cancelled without notice. What's up?,flight_disruption_or_status,escalate,,flight_disruption_or_status,escalate,Simple baseline: fixed keyword rule.,Thank you for contacting Delta. A support specialist will review your request.
1034597,The [HANDLE] agent called for voluntary gate checks then acted like they did me a favor. They need to learn the phrase “thank you” and smile.,other_or_ambiguous,escalate,"Vague complaint, no explicit request",other_or_ambiguous,escalate,Simple baseline: fixed keyword rule.,Thank you for contacting Delta. A support specialist will review your request.
1064029,[HANDLE] I need to reset my skymiles password but it doesn't have my correct address. How can I reset w\o waiting 2 hrs on phone?,loyalty_or_account,escalate,,loyalty_or_account,escalate,Simple baseline: fixed keyword rule.,Thank you for contacting Delta. A support specialist will review your request.
1176033,"[HANDLE] my connecting flight was cancelled for non-weather reasons, and I can’t get a hold of anyone to process a refund.",refund_or_payment,escalate,Also references a flight cancellation as cause,refund_or_payment,escalate,Simple baseline: fixed keyword rule.,Thank you for contacting Delta. A support specialist will review your request.
