customer_tweet_id,customer_message,gold_intent,gold_route,annotator_notes,predicted_intent,intent_confidence,decision,decision_reason,draft_reply,evidence_json
1522825,[HANDLE] Immediate Assistance??? I needed help with a fraudulent flight booking (who booked it bkwrds)held our money for ransom. 2 hr hold???,booking_change_or_cancellation,escalate,May also involve a payment/refund dispute,booking_change_or_cancellation,0.9067,escalate,booking_change_or_cancellation requires a human to verify trip-specific policy or account data.,"[HANDLE] Oh, no. Sorry to hear of this. Did you still need assistance? *AJZ","[{""source_customer_tweet_id"": ""2413363"", ""similar_customer_message"": ""[HANDLE] I\ufe0f need help with a booking please"", ""historical_reply"": ""[HANDLE] Oh, no. Sorry to hear of this. Did you still need assistance? *AJZ"", ""similarity"": 0.1768}, {""source_customer_tweet_id"": ""2070151"", ""similar_customer_message"": ""[HANDLE] I simply asked does the flight I\u2019m booking with you guys offer a discount or promo and don\u2019t believe it required such condescension [URL]"", ""historical_reply"": ""[HANDLE] For bereavement and medical issues, we do offer some discounts. *TMS"", ""similarity"": 0.1263}, {""source_customer_tweet_id"": ""1346820"", ""similar_customer_message"": ""[HANDLE] - Need help with a booking. Hope you can get back quickly."", ""historical_reply"": ""[HANDLE] What sort of help did you need? Perhaps I can assist. *HWG"", ""similarity"": 0.1254}]"
1350763,As much as I ❤️Vegas I’m ready to go home [HANDLE]. Already rescheduled flight due to delay...and now new flight is late. 😡,flight_disruption_or_status,escalate,,flight_disruption_or_status,0.8978,auto_handle,"High-confidence, non-transactional request with a similar historical resolution.",[HANDLE] 2/2 [URL],"[{""source_customer_tweet_id"": ""1285754"", ""similar_customer_message"": ""[HANDLE] gonna miss my flight due to delay in term4 in [HANDLE] halp"", ""historical_reply"": ""[HANDLE] 2/2 [URL]"", ""similarity"": 0.22}, {""source_customer_tweet_id"": ""1119182"", ""similar_customer_message"": ""[HANDLE] Missed connection flight due to delay. Delta said:\u201cNo hotels left, you are on your own now. we probably will compensate you. Really?"", ""historical_reply"": ""[HANDLE] ...based on availability. For more assistance, please follow/DM your confirmation number. *AMV 3/3 [URL]"", ""similarity"": 0.154}, {""source_customer_tweet_id"": ""1805148"", ""similar_customer_message"": ""Thank you [HANDLE] for another delayed flight due to a mechanical problem!! #SMH another late meeting due to this #thanks"", ""historical_reply"": ""[HANDLE] Oh dear! We are truly sorry for the delay and any inconvenience it has caused. We hope to have you on your way there soon! *HJB"", ""similarity"": 0.1521}]"
980833,[HANDLE] Serious working session tonight &amp; these medallion members keep getting hung up on after our 30 min call back! #wewantogotohongkong [URL],loyalty_or_account,escalate,,loyalty_or_account,0.9139,escalate,Historical resolution requires a private support interaction.,[HANDLE] Sorry for frustration. Please DM your confirmation number so I can assist. *TSB [URL],"[{""source_customer_tweet_id"": ""2157833"", ""similar_customer_message"": ""[HANDLE] Great service for medallion members \""said sarcastically\"""", ""historical_reply"": ""[HANDLE] Sorry for frustration. Please DM your confirmation number so I can assist. *TSB [URL]"", ""similarity"": 0.202}, {""source_customer_tweet_id"": ""312193"", ""similar_customer_message"": ""Hey [HANDLE] what's up with a 45-90 min hold time for #medallion members too. It's a disgrace &amp; not a \""today\"" thing it's been 30+ days of BS"", ""historical_reply"": ""[HANDLE] Hey, Sergio. I regret the lengthy wait. We may be able to help here. What's going on? *HDG"", ""similarity"": 0.1583}, {""source_customer_tweet_id"": ""1769539"", ""similar_customer_message"": ""Pleasure interacting with a very rude [HANDLE] representative on the medallion line after waiting for half hour, who then hung up on me. #Wow"", ""historical_reply"": ""[HANDLE] ...courteous at all times. If you have details to DM, I'd be able to forward your comments to management. (2/2) *TAC"", ""similarity"": 0.1493}]"
1160771,[HANDLE] plane is here but yet you still canceled? 😞😕whyyyy?,flight_disruption_or_status,escalate,,flight_disruption_or_status,0.5739,escalate,Intent confidence 0.57 is below the 0.70 auto-handle threshold.,[HANDLE] Our apologies for the delays. It is due to a late arriving equipment due to air traffic control delays. *HVI,"[{""source_customer_tweet_id"": ""827184"", ""similar_customer_message"": ""[HANDLE] plane is still in NYC. More than 2h delay then?"", ""historical_reply"": ""[HANDLE] Our apologies for the delays. It is due to a late arriving equipment due to air traffic control delays. *HVI"", ""similarity"": 0.2014}, {""source_customer_tweet_id"": ""904318"", ""similar_customer_message"": ""[HANDLE] still delayed because apparently the new part got here but it was time for a shift change, so we get delayed further"", ""historical_reply"": ""[HANDLE] Again, Jennifer, I'm sorry for the inconvenience. If you need rebooking assistance please DM me your confirmation number. Thank you. *TMB [URL]"", ""similarity"": 0.139}, {""source_customer_tweet_id"": ""116749"", ""similar_customer_message"": ""[HANDLE] 300 ticket. cancelled 10 hours later, yet you refuse to give me my money back. Plz help. Happy TG all"", ""historical_reply"": ""[HANDLE] Oh No! What is the ticket number and I will be glad to take a look. *HRO"", ""similarity"": 0.1321}]"
955735,"[HANDLE], what's the pay to change flights on day of a scheduled flight?",booking_change_or_cancellation,escalate,Could be read as a generic fee-schedule question,booking_change_or_cancellation,0.641,escalate,booking_change_or_cancellation requires a human to verify trip-specific policy or account data.,[HANDLE] Yes to do a Same Day Change as long as I have the availability and same fare it will be $75 to change the ticket to the later flight. *TDH,"[{""source_customer_tweet_id"": ""173666"", ""similar_customer_message"": ""[HANDLE] [HANDLE] fee to change flights?"", ""historical_reply"": ""[HANDLE] Yes to do a Same Day Change as long as I have the availability and same fare it will be $75 to change the ticket to the later flight. *TDH"", ""similarity"": 0.3296}, {""source_customer_tweet_id"": ""1704161"", ""similar_customer_message"": ""Anyone able to change flights on the Delta Website! Stupid \""An Error has Occured\"" - come on [HANDLE]"", ""historical_reply"": ""[HANDLE] Oh, no. I'll be happy to take a look. Please share your conf # via DM. *AJZ [URL]"", ""similarity"": 0.2903}, {""source_customer_tweet_id"": ""2148911"", ""similar_customer_message"": ""[HANDLE] Geting an error message while trying to change flights. Lines busy."", ""historical_reply"": ""[HANDLE] Hello! I am here to help. Could you provide your confirmation number via DM so I can take a look for you? Thanks. *TDL [URL]"", ""similarity"": 0.2168}]"
1655904,When you're forced to check a carry-on during boarding when there is plenty of room in the overheads. Now I get to wait at baggage claim instead of just leaving with my carry-on. Thank you! [HANDLE],baggage_issue,escalate,,baggage_issue,0.4784,escalate,baggage_issue requires a human to verify trip-specific policy or account data.,"[HANDLE] Hello. Apologies for the inconvenience. We must do better. If you need any help, let us know. *ARD","[{""source_customer_tweet_id"": ""1075551"", ""similar_customer_message"": ""Super annoyed I was asked to check my carry on AND I have to pick it up at baggage claim when there was plenty of room on the plane [HANDLE]"", ""historical_reply"": ""[HANDLE] Hello. Apologies for the inconvenience. We must do better. If you need any help, let us know. *ARD"", ""similarity"": 0.3659}, {""source_customer_tweet_id"": ""949424"", ""similar_customer_message"": ""[HANDLE] Since when do you not gate check when overhead is full? I was just forced to check my bag to my final destination, thus forcing me to have to wait at baggage claim when I totally took a SOFT carry-on to avoid that. Better not be any damage!!!!"", ""historical_reply"": ""[HANDLE] Hello, Yaya! It is the decision of the gate agent to advise of gate checks of bags. Your baggage will be fine and be waiting for you at the carousel. *TCC"", ""similarity"": 0.273}, {""source_customer_tweet_id"": ""149651"", ""similar_customer_message"": ""[HANDLE] Your gate agent for DL1429 made me gate check carry-on for baggage claim when there are multiple bins wide open on board. Plenty of space. Not cool. \ud83d\ude12"", ""historical_reply"": ""[HANDLE] ...inconvenience that this may have caused. *AOS 2/2"", ""similarity"": 0.2714}]"
1889898,[HANDLE] Nowthe flight isdelayed am not sure if my bags made itTired of beingstressed out over a short flight full of problems Need compensation,baggage_issue,escalate,Also references a flight delay,baggage_issue,0.7797,escalate,baggage_issue requires a human to verify trip-specific policy or account data.,[HANDLE] You are very welcome and have a great day. *HRO,"[{""source_customer_tweet_id"": ""1455284"", ""similar_customer_message"": ""Thank you [HANDLE] for the extra efforts to make sure my bags made the flight [HANDLE]. #pdx2jfk"", ""historical_reply"": ""[HANDLE] You are very welcome and have a great day. *HRO"", ""similarity"": 0.2274}, {""source_customer_tweet_id"": ""1031620"", ""similar_customer_message"": ""[HANDLE] And even my bags made it!!! I don\u2019t even know how you guys did that."", ""historical_reply"": ""[HANDLE] We appreciate the love, Shamir. *ALA"", ""similarity"": 0.1722}, {""source_customer_tweet_id"": ""2324515"", ""similar_customer_message"": ""Short layover... I made it, bags made it. [HANDLE] app makes life easier - I like knowing where my luggage is! #flying #travel"", ""historical_reply"": ""[HANDLE] Thanks Jess, the app is pretty cool, isn't it? We're always so glad to be your ride! \u2708 *TJP"", ""similarity"": 0.1662}]"
375619,"[HANDLE] booked with Skymiles. Trying to leave early for an emergency has been impossible. There are seats, it's the same day, WHAT THE HELL??",booking_change_or_cancellation,escalate,,loyalty_or_account,0.7617,escalate,loyalty_or_account requires a human to verify trip-specific policy or account data.,[HANDLE] Hi Rachel. You definitely could change it. There is a change fee and any difference in Sky Miles that would be charged. *TMS,"[{""source_customer_tweet_id"": ""945729"", ""similar_customer_message"": ""[HANDLE] Can I change a destination on one of my flights I booked with Skymiles? It would be the same day just a city a little more south."", ""historical_reply"": ""[HANDLE] Hi Rachel. You definitely could change it. There is a change fee and any difference in Sky Miles that would be charged. *TMS"", ""similarity"": 0.2446}, {""source_customer_tweet_id"": ""1430168"", ""similar_customer_message"": ""[HANDLE] - how do I submit a cancel request? Booked with Skymiles &amp; will not use it. Tried phone 2 x's...waited 45+ mins &amp; hung up"", ""historical_reply"": ""[HANDLE] Hi, Debbie. Please DM your confirmation number. I'll be happy to help. *TJH [URL]"", ""similarity"": 0.1431}, {""source_customer_tweet_id"": ""1410948"", ""similar_customer_message"": ""[HANDLE] Trying to transfer family miles to 1 account to book a trip to London with Skymiles + cash- can you help? Thx!"", ""historical_reply"": ""[HANDLE] However, you can call Online support at [PHONE] for assistance. Hope this helps. (2/2) *TLT"", ""similarity"": 0.1175}]"
2429848,DEAR [HANDLE] MY FRIEND LOST HER BAG ❗️AFTER IT WAS REMOVED FROM THE PLANE WHILE IT WAS ALREADY STOWED “TO MAKE ROOM” FOR OTHERS?? ❗️IT WAS ALREADY STOWED. NOW THE BAG IS “LOST” B/C IT’S “NOT IN THE SYSTEM” AND SHE MISSED A DAY OF WORK B/C OF THIS. DM ME NOW.,baggage_issue,escalate,,baggage_issue,0.9097,escalate,baggage_issue requires a human to verify trip-specific policy or account data.,[HANDLE] Hi Chris. I apologize for the removal of your lock. Please go to the Baggage Service Office for further assistance. *HEM,"[{""source_customer_tweet_id"": ""2173657"", ""similar_customer_message"": ""[HANDLE] hey Delta, my TSA Locking bag strap was removed from my bag. It was locked thru the handle. I need a replacement. Please advise."", ""historical_reply"": ""[HANDLE] Hi Chris. I apologize for the removal of your lock. Please go to the Baggage Service Office for further assistance. *HEM"", ""similarity"": 0.1829}, {""source_customer_tweet_id"": ""289697"", ""similar_customer_message"": ""[HANDLE] One arrived today at 16h. My friend takes controlled medicine for fibromyalgia and her bag is not here yet. It\u2019s been three painful days."", ""historical_reply"": ""[HANDLE] I am so sorry to hear about this. Does your friend have a different claim number? *HDG"", ""similarity"": 0.1521}, {""source_customer_tweet_id"": ""1247872"", ""similar_customer_message"": ""[HANDLE] no legroom and then I\u2019n asked to move my small overhead bag under my feet to make room for the latecomers LARGE case."", ""historical_reply"": ""[HANDLE] We appreciate you accommodating overhead space for the larger bag. *TMT"", ""similarity"": 0.1394}]"
1939706,[HANDLE] After almost 24 hrs in transit I only notice the damage when we were unloading the Taxi at home. What is the next step then?,baggage_issue,escalate,,general_information,0.2997,escalate,Historical resolution contains flight-specific details not present in this message.,[HANDLE] You will land at 9:56 PM. DL1130 has a delay and is now departing at 10:45 PM from gate A18. *ALA,"[{""source_customer_tweet_id"": ""413181"", ""similar_customer_message"": ""[HANDLE] What is the estimated land time? What is the 1130 gate number?"", ""historical_reply"": ""[HANDLE] You will land at 9:56 PM. DL1130 has a delay and is now departing at 10:45 PM from gate A18. *ALA"", ""similarity"": 0.1384}, {""source_customer_tweet_id"": ""1898311"", ""similar_customer_message"": ""What is the meaning of this [HANDLE] [URL]"", ""historical_reply"": ""[HANDLE] 2/2 [URL]"", ""similarity"": 0.1347}, {""source_customer_tweet_id"": ""939907"", ""similar_customer_message"": ""[HANDLE] what is the status of Flight 2302?"", ""historical_reply"": ""[HANDLE] Hi, Jess. DL 2302 departed Seattle at 3:03 pm. *TCH"", ""similarity"": 0.1282}]"
630009,"The day before Thanksgiving and LAX sky priority checkin/bag drop only has two employees, [HANDLE]?",baggage_issue,escalate,,baggage_issue,0.9144,escalate,baggage_issue requires a human to verify trip-specific policy or account data.,"[HANDLE] Jeff, I am so very sorry for your experience this morning. If you need any assistance via Twitter please let me know. Thank you. *TJM","[{""source_customer_tweet_id"": ""1731274"", ""similar_customer_message"": ""[HANDLE] Bag drop LAX only 3 agents? Unacceptable."", ""historical_reply"": ""[HANDLE] Jeff, I am so very sorry for your experience this morning. If you need any assistance via Twitter please let me know. Thank you. *TJM"", ""similarity"": 0.2961}, {""source_customer_tweet_id"": ""366650"", ""similar_customer_message"": ""[HANDLE] [HANDLE] you have got to do something about the bag drop situation, 30 min in sky priority every time."", ""historical_reply"": ""[HANDLE] Is there anything I can assist you with via Twitter? *HYC"", ""similarity"": 0.2102}, {""source_customer_tweet_id"": ""232307"", ""similar_customer_message"": ""[HANDLE] at bag drop Las Vegas - where is the staff? No one servicing the sky priority line. The line is growing"", ""historical_reply"": ""[HANDLE] Okay, it shows the counter opens at 4a. There should be someone arriving any time now. *HKM"", ""similarity"": 0.1797}]"
1592527,"[HANDLE] [HANDLE] Was about say not a big Baller with with [HANDLE] like [HANDLE], then this happened , right behind you [URL]",other_or_ambiguous,escalate,"Unclear content, includes a link with no explanation",other_or_ambiguous,0.8707,escalate,No sufficiently similar historical resolution was retrieved.,[HANDLE] I'm sorry I was not able to get them closer. You can reach out to the crew for further assistance. *HPL,"[{""source_customer_tweet_id"": ""391289"", ""similar_customer_message"": ""[HANDLE] thank you!!! [URL]"", ""historical_reply"": ""[HANDLE] I'm sorry I was not able to get them closer. You can reach out to the crew for further assistance. *HPL"", ""similarity"": 0.1998}, {""source_customer_tweet_id"": ""1659634"", ""similar_customer_message"": ""[HANDLE] thank you. [URL]"", ""historical_reply"": ""[HANDLE] You are very welcome! #KeepClimbing *CKP"", ""similarity"": 0.1998}, {""source_customer_tweet_id"": ""2162866"", ""similar_customer_message"": ""[HANDLE]. Thank you. [URL]"", ""historical_reply"": ""[HANDLE] Our pleasure! Thanks so much for your loyalty! *HKM"", ""similarity"": 0.1998}]"
2010781,[HANDLE] Overnight vouchers were just just rejected from the hotel. What the hell?,refund_or_payment,escalate,,refund_or_payment,0.9028,escalate,refund_or_payment requires a human to verify trip-specific policy or account data.,"[HANDLE] HI, Albert.I'm sorry you're having this experience. DM, your confirmation # to the attached link, please. *ALY [URL]","[{""source_customer_tweet_id"": ""1945144"", ""similar_customer_message"": ""So [HANDLE] flight was delayed 4 times and then cancelled 5 hours later at LAX. Plus transportation vouchers didn\u2019t work. What the hell?!"", ""historical_reply"": ""[HANDLE] HI, Albert.I'm sorry you're having this experience. DM, your confirmation # to the attached link, please. *ALY [URL]"", ""similarity"": 0.243}, {""source_customer_tweet_id"": ""2140617"", ""similar_customer_message"": ""[HANDLE] Hi. Due to unforeseen circumstances I have to cancel my honeymoon booked under confirmation number HUAUQA. We were just wondering what the refund policy is under these circumstances. Any help would be greatly appreciated!"", ""historical_reply"": ""[HANDLE] I'm so sorry for that. One moment please while I review your reservation. Please follow via DM for assistance. *TDL [URL]"", ""similarity"": 0.1443}, {""source_customer_tweet_id"": ""353305"", ""similar_customer_message"": ""[HANDLE] Thanks. We were just informed of the travel voucher. Thanks delta for making it right"", ""historical_reply"": ""[HANDLE] You're welcome. Thank you for your loyalty. *HKS"", ""similarity"": 0.1441}]"
1998379,[HANDLE] How about some sort of refund? Now they're telling my family of 3 that we can't even sit together on the next flight y'all put us on.,refund_or_payment,escalate,,refund_or_payment,0.5053,escalate,refund_or_payment requires a human to verify trip-specific policy or account data.,[HANDLE] I am really sorry to hear that. Pls follow/DM your confirmation or ticket number. *AFM [URL],"[{""source_customer_tweet_id"": ""902497"", ""similar_customer_message"": ""[HANDLE] Because of your incompetence my flight is an hour and 20 minutes late. How do I get a refund or some sort of compensation?"", ""historical_reply"": ""[HANDLE] I am really sorry to hear that. Pls follow/DM your confirmation or ticket number. *AFM [URL]"", ""similarity"": 0.1833}, {""source_customer_tweet_id"": ""1487678"", ""similar_customer_message"": ""Hey [HANDLE] how about a refund for the second flight I'm missing? #LivingInAirport #DelaysAllDay [URL]"", ""historical_reply"": ""[HANDLE] Hi, Jason. Sorry for the delays this evening. I can certainly request the refund on the Atlanta/Chattanooga flight. Please confirm. *TJF"", ""similarity"": 0.1327}, {""source_customer_tweet_id"": ""2421207"", ""similar_customer_message"": ""[HANDLE] and you're telling me that I am only 2 B refunded $200 ?! How about I traveled #businessclass and paid $$ for that. What about the hassle that YOU #delta, put me through as a mom trying to travel? This is so ridiculous. I'M BEGGING YOU TO CALL ME. 2/2 #customerservice"", ""historical_reply"": ""[HANDLE] Wow, I apologize for the disappointing experience Evmorfea. I am sorry you didn't receive the level of service you expected and deserved. Have you filed a clam with our Baggage team for out of pocket expenses? *HKC"", ""similarity"": 0.1272}]"
655148,I'd like to thank [HANDLE] for rebooking my Deltabusiness class ticket with an airline that has a substantially inferior business class.,booking_change_or_cancellation,escalate,,booking_change_or_cancellation,0.7601,escalate,booking_change_or_cancellation requires a human to verify trip-specific policy or account data.,[HANDLE] Thank you Penny for the amazing compliment. We are so happy to help you. ✈😄 *TMS,"[{""source_customer_tweet_id"": ""1102439"", ""similar_customer_message"": ""Shoutout to [HANDLE] for rebooking my flight and great customer service as I try to get out of SFO."", ""historical_reply"": ""[HANDLE] Thank you Penny for the amazing compliment. We are so happy to help you. \u2708\ud83d\ude04 *TMS"", ""similarity"": 0.2461}, {""source_customer_tweet_id"": ""2077290"", ""similar_customer_message"": ""I'd like to thank Denise at [HANDLE] for her help in rebooking my flight. I'll get to Japan in good time and not miss work."", ""historical_reply"": ""[HANDLE] Thanks for taking time to compliment Denise! Glad everything turned out ok. Please enjoy your flight. Tweet us if you need us. *TJM"", ""similarity"": 0.2163}, {""source_customer_tweet_id"": ""1094186"", ""similar_customer_message"": ""Thanks [HANDLE] for rebooking my wife and I for our honeymoon in middle seats away from one another when we PAID for delta comfort..."", ""historical_reply"": ""[HANDLE] Oh no! So sorry to hear this. Please DM your confirmation number. *AJY [URL]"", ""similarity"": 0.1876}]"
1098018,[HANDLE] your new in-flight free text &amp; app messaging rocks 🙌🏻 thank you 💜,other_or_ambiguous,escalate,"Positive feedback, no request",other_or_ambiguous,0.6677,escalate,Intent confidence 0.67 is below the 0.70 auto-handle threshold.,"[HANDLE] Delta is committed to constantly improving every aspect of the travel experience, including your ability to stay connected! *TMB","[{""source_customer_tweet_id"": ""2069429"", ""similar_customer_message"": ""The [HANDLE] free text messaging in flight is a great perk \ud83d\udc4f\ud83c\udffe"", ""historical_reply"": ""[HANDLE] Delta is committed to constantly improving every aspect of the travel experience, including your ability to stay connected! *TMB"", ""similarity"": 0.3495}, {""source_customer_tweet_id"": ""45763"", ""similar_customer_message"": ""Love how [HANDLE] now offers FREE text messaging in flight to its passengers! \ud83d\udc4d\ud83e\udd17 #CustomerService #Nice \u2708\ufe0f"", ""historical_reply"": ""[HANDLE] We certainly love you as our customer and thank you for your loyalty. *HRO"", ""similarity"": 0.2728}, {""source_customer_tweet_id"": ""946775"", ""similar_customer_message"": ""[HANDLE] does carseats and strollers flight free with you guys?"", ""historical_reply"": ""[HANDLE] As long as the infant is with you in flight, yes. *TAC"", ""similarity"": 0.2717}]"
281991,"[HANDLE] as a skymiles gold member, why can’t I select delta comfort seats that are available? Same day travel...",loyalty_or_account,escalate,,loyalty_or_account,0.948,escalate,loyalty_or_account requires a human to verify trip-specific policy or account data.,[HANDLE] I will report this to our IT team. Do you wish to pay for an upgrade to Delta Comfort+? *ALA,"[{""source_customer_tweet_id"": ""1010933"", ""similar_customer_message"": ""[HANDLE] So an App Upgrade hid all the available Delta Comfort seats for Gold medallion members? This is kinda ridiculous."", ""historical_reply"": ""[HANDLE] I will report this to our IT team. Do you wish to pay for an upgrade to Delta Comfort+? *ALA"", ""similarity"": 0.1768}, {""source_customer_tweet_id"": ""2492736"", ""similar_customer_message"": ""I'm flying [HANDLE] tomorrow as a skymiles member in zone 2. Why you gotta do this to me, delta?"", ""historical_reply"": ""[HANDLE] Hey, Emily. Thanks for choosing us for your travels! :-) *AAB"", ""similarity"": 0.1663}, {""source_customer_tweet_id"": ""431657"", ""similar_customer_message"": ""[HANDLE] As a skymiles card holder, I'm tempted to cancel my card unless my brand new $300 system is returned."", ""historical_reply"": ""[HANDLE] I'm so sorry to hear that. Please check your DM. *AMC"", ""similarity"": 0.1577}]"
2476545,"[HANDLE] Hi, I am flying with you in December, between Philadelphia and San Antonio, in Basic Economy. I see to be unable to add checked baggage to my booking; can you confirm that I can book this during check-in?",baggage_issue,escalate,,baggage_issue,0.4913,escalate,baggage_issue requires a human to verify trip-specific policy or account data.,[HANDLE] You are able to add baggage within the check-in time starting 24 hour prior to your flight. *ALA,"[{""source_customer_tweet_id"": ""1120506"", ""similar_customer_message"": ""[HANDLE] How can i add baggage to my flight?"", ""historical_reply"": ""[HANDLE] You are able to add baggage within the check-in time starting 24 hour prior to your flight. *ALA"", ""similarity"": 0.1907}, {""source_customer_tweet_id"": ""1818525"", ""similar_customer_message"": ""[HANDLE] your web booking system is poor &amp; not at all clear - how do I book a flight with a checked bag included? Can basic economy add a checked bag?"", ""historical_reply"": ""[HANDLE] ...this time frame? *HDG 2/2"", ""similarity"": 0.1775}, {""source_customer_tweet_id"": ""1820783"", ""similar_customer_message"": ""[HANDLE] Hi, no i am not - so i can't pre-book checked baggage, is that just with basic economy or all fares? And is cost the same please?"", ""historical_reply"": ""[HANDLE] No, you can't prebook baggage with any type of ticket and the baggage cost is the same for Basic Economy and Main Cabin fares. *HDG"", ""similarity"": 0.173}]"
1850764,[HANDLE] Thanks for all the help with refund for in-laws &amp; disability assistance for my mom. Two good customer svc. experiences.,refund_or_payment,escalate,"Thank-you note, no active request",refund_or_payment,0.7911,escalate,refund_or_payment requires a human to verify trip-specific policy or account data.,[HANDLE] could you provide the ticket # ? I will be glad to look into this. *TBT,"[{""source_customer_tweet_id"": ""424448"", ""similar_customer_message"": ""[HANDLE] i would like a refund for my flight"", ""historical_reply"": ""[HANDLE] could you provide the ticket # ? I will be glad to look into this. *TBT"", ""similarity"": 0.1886}, {""source_customer_tweet_id"": ""2160619"", ""similar_customer_message"": ""[HANDLE] how do I get a refund for services not rendered onboard? Thanks"", ""historical_reply"": ""[HANDLE] Good evening! Please use the link to provide more details. *ABN [URL]"", ""similarity"": 0.134}, {""source_customer_tweet_id"": ""949302"", ""similar_customer_message"": ""[HANDLE] Would think we are entitled to some compensation / refund for the all around fail for my first delta comfort experience."", ""historical_reply"": ""[HANDLE] Please DM your confirmation code for review. *HSD"", ""similarity"": 0.1115}]"
1644470,[HANDLE] what are the chances flight 1155 gets cancelled completely?,flight_disruption_or_status,escalate,,flight_disruption_or_status,0.7809,escalate,No sufficiently similar historical resolution was retrieved.,[HANDLE] Take a look... [URL] *TAC,"[{""source_customer_tweet_id"": ""1417597"", ""similar_customer_message"": ""[HANDLE] .[HANDLE] - flying from MSN to LGA tomorrow. Supposed to land at 5pm. What are the odds that happens with what looks like crazy weather?"", ""historical_reply"": ""[HANDLE] Take a look... [URL] *TAC"", ""similarity"": 0.1526}, {""source_customer_tweet_id"": ""941150"", ""similar_customer_message"": ""[HANDLE] what\u2019s the delay on DL1076?"", ""historical_reply"": ""[HANDLE] Hey there, DL1076 is delayed due to maintenance. *TTN"", ""similarity"": 0.1448}, {""source_customer_tweet_id"": ""1074155"", ""similar_customer_message"": ""[HANDLE] Are. The. Flights. Cancelled. Due. To. The. Thunderstorms. Today. Kim belknap __email__"", ""historical_reply"": ""[HANDLE] This allows people to be proactive just in case. I could check your reservation. Please DM your confirmation number. Thank you. *TJM"", ""similarity"": 0.1436}]"
949771,[HANDLE] flying tomorrow and just checked in but my boarding pass doesn't show tsa Pre check and I hVe global entry. Help!,check_in_or_boarding,escalate,,check_in_or_boarding,0.9918,escalate,Historical resolution requires a private support interaction.,[HANDLE] Thanks for reaching out to us. Please DM me your confirmation number and I'll gladly look into it. *AMC,"[{""source_customer_tweet_id"": ""1622589"", ""similar_customer_message"": ""[HANDLE] My boarding pass won\u2019t show TSA Pre-check."", ""historical_reply"": ""[HANDLE] Thanks for reaching out to us. Please DM me your confirmation number and I'll gladly look into it. *AMC"", ""similarity"": 0.4169}, {""source_customer_tweet_id"": ""1887943"", ""similar_customer_message"": ""[HANDLE] just checked in with the Delta app and it didn't give me TSA pre check on my boarding pass, which I usually do. issue with the app?"", ""historical_reply"": ""[HANDLE] Hi Dominic. I'll be happy to take a look. Can you DM your confirm #? *HKM"", ""similarity"": 0.3474}, {""source_customer_tweet_id"": ""2232457"", ""similar_customer_message"": ""[HANDLE] TSA pre check not showing on my boarding pass can you help?"", ""historical_reply"": ""[HANDLE] Hello, Kate. Sorry for the delay. Pls follow/DM your confirm #. *ARD"", ""similarity"": 0.3306}]"
1308100,"[HANDLE] If I upgrade my seat to Comfort+ on a refundable fare, can I still cancel if it's over 24 hours and get a full refund on the upgrade?",refund_or_payment,escalate,,refund_or_payment,0.9721,escalate,refund_or_payment requires a human to verify trip-specific policy or account data.,[HANDLE] Hi Tyler! Yes you will get a full refund if you are within the 24 hours of booking. *TMC,"[{""source_customer_tweet_id"": ""804930"", ""similar_customer_message"": ""[HANDLE] trying to cancel a flight i booked under 24 hours ago - if I cancel online, will I get a full refund? Would like some help! Thanks!"", ""historical_reply"": ""[HANDLE] Hi Tyler! Yes you will get a full refund if you are within the 24 hours of booking. *TMC"", ""similarity"": 0.2615}, {""source_customer_tweet_id"": ""1344816"", ""similar_customer_message"": ""[HANDLE] [HANDLE] can we cancel our flight with this travel waiver and get a full refund?"", ""historical_reply"": ""[HANDLE] Hi Alice. Pls follow/DM your confirmation code or tkt # to learn more. *TKR"", ""similarity"": 0.2501}, {""source_customer_tweet_id"": ""804929"", ""similar_customer_message"": ""[HANDLE] Thanks! I booked yesterday, and the flight is in 6 days (so yesterday was 7 days). Will I still get a full refund if I cancel?"", ""historical_reply"": ""[HANDLE] Tyler, can you please forward me your confirmation number so I can take a look at your reservation to give you correct information? *TMC"", ""similarity"": 0.2199}]"
2360899,[HANDLE] need help rebooking. Plane broke after boarding now I’m in line and only 2 gate agents present and 150 people in line,booking_change_or_cancellation,escalate,,check_in_or_boarding,0.9273,auto_handle,"High-confidence, non-transactional request with a similar historical resolution.",[HANDLE] Sounds good. *HCA,"[{""source_customer_tweet_id"": ""932051"", ""similar_customer_message"": ""[HANDLE] Nvm: boarding now"", ""historical_reply"": ""[HANDLE] Sounds good. *HCA"", ""similarity"": 0.2888}, {""source_customer_tweet_id"": ""2350584"", ""similar_customer_message"": ""Hey, [HANDLE]! Lots of people in line to check in at SFO! Only one clerk for special services! Looks like we\u2019re going to miss our flight? No customer service people in view!"", ""historical_reply"": ""[HANDLE] ...incident further for possible future improvement. *AOS 2/2"", ""similarity"": 0.1803}, {""source_customer_tweet_id"": ""555504"", ""similar_customer_message"": ""Boarding now to Seattle with [HANDLE] from [HANDLE] [URL]"", ""historical_reply"": ""[HANDLE] Thanks for choosing Delta! \ud83d\ude03 *TMB"", ""similarity"": 0.1485}]"
